Video_Bitrate,Video_Width(Pixels),Audio_Bitrate,Video_Height(Pixels),Overall_bitrate,Video_Matrix_coefficients,Codec_ID,file_name,Format_profile,Writing_application,Movie_name,Video_ID,Video_Format_profile,Video_Format_settings,Video_Title,Video_Color_range,Video_Color_primaries,Video_Transfer_characteristics,Audio_ID,Audio_Title,Audio_Alternate_group,BOX_Sequence,label_folder
492,436,128,768,624,0,isom isom iso2 avc1 mp41 ,Android_Band19.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
229,768,128,436,362,0,isom isom iso2 avc1 mp41 ,Android_Band2.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
836,436,129,768,961,0,isom isom iso2 avc1 mp41 ,Android_Band20.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
312,436,129,768,444,0,isom isom iso2 avc1 mp41 ,Android_Band21.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
426,768,128,436,558,0,isom isom iso2 avc1 mp41 ,Android_Band22.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
466,436,128,768,598,0,isom isom iso2 avc1 mp41 ,Android_Band3.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
342,768,129,436,472,0,isom isom iso2 avc1 mp41 ,Android_Band4.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
347,436,129,768,478,0,isom isom iso2 avc1 mp41 ,Android_Band5.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
831,436,128,768,962,0,isom isom iso2 avc1 mp41 ,Android_Band6.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
813,436,128,768,940,0,isom isom iso2 avc1 mp41 ,Android_Band7.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
721,436,128,768,853,0,isom isom iso2 avc1 mp41 ,Android_Band8.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
613,768,129,436,743,0,isom isom iso2 avc1 mp41 ,Android_Band9.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
482,432,128,768,614,0,isom isom iso2 avc1 mp41 ,Android_Band_option_High1.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
1555,768,129,432,1678,0,isom isom iso2 avc1 mp41 ,Android_Band_option_High10.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
705,768,128,432,836,0,isom isom iso2 avc1 mp41 ,Android_Band_option_High11.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
949,432,129,768,1077,0,isom isom iso2 avc1 mp41 ,Android_Band_option_High12.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
1021,432,129,768,1141,0,isom isom iso2 avc1 mp41 ,Android_Band_option_High13.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
1166,432,129,768,1295,0,isom isom iso2 avc1 mp41 ,Android_Band_option_High14.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
844,768,129,432,972,0,isom isom iso2 avc1 mp41 ,Android_Band_option_High15.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
466,432,129,768,597,0,isom isom iso2 avc1 mp41 ,Android_Band_option_High16.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
344,432,129,768,476,0,isom isom iso2 avc1 mp41 ,Android_Band_option_High17.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
714,768,129,432,840,0,isom isom iso2 avc1 mp41 ,Android_Band_option_High18.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
436,432,128,768,568,0,isom isom iso2 avc1 mp41 ,Android_Band_option_High19.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
203,768,128,432,336,0,isom isom iso2 avc1 mp41 ,Android_Band_option_High2.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
705,432,129,768,832,0,isom isom iso2 avc1 mp41 ,Android_Band_option_High20.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
284,432,129,768,417,0,isom isom iso2 avc1 mp41 ,Android_Band_option_High21.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
383,768,128,432,516,0,isom isom iso2 avc1 mp41 ,Android_Band_option_High22.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
404,432,128,768,536,0,isom isom iso2 avc1 mp41 ,Android_Band_option_High3.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
298,768,129,432,429,0,isom isom iso2 avc1 mp41 ,Android_Band_option_High4.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
311,432,129,768,442,0,isom isom iso2 avc1 mp41 ,Android_Band_option_High5.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
727,432,128,768,859,0,isom isom iso2 avc1 mp41 ,Android_Band_option_High6.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
725,432,128,768,853,0,isom isom iso2 avc1 mp41 ,Android_Band_option_High7.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
646,432,128,768,778,0,isom isom iso2 avc1 mp41 ,Android_Band_option_High8.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
559,768,129,432,689,0,isom isom iso2 avc1 mp41 ,Android_Band_option_High9.mp4,Base Media,Lavf58.12.100,None,1,High L3.0,CABAC 4 Ref Frames,VideoHandler,0,0,0,2,SoundHandler,1,ftyp moov free mdat,Band
1322,432,128,768,1457,1,mp42 isom mp41 mp42 ,iOS_Band(1).MP4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
1237,432,129,768,1373,1,mp42 isom mp41 mp42 ,iOS_Band(10).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
1254,432,128,768,1388,1,mp42 isom mp41 mp42 ,iOS_Band(11).MP4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
1311,432,129,768,1450,1,mp42 isom mp41 mp42 ,iOS_Band(12).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
1252,768,132,432,1392,1,mp42 isom mp41 mp42 ,iOS_Band(13).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
1258,432,132,768,1397,1,mp42 isom mp41 mp42 ,iOS_Band(14).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
1263,432,130,768,1402,1,mp42 isom mp41 mp42 ,iOS_Band(15).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
1260,432,128,768,1395,1,mp42 isom mp41 mp42 ,iOS_Band(16).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
1254,432,128,768,1387,1,mp42 isom mp41 mp42 ,iOS_Band(17).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
1267,432,129,768,1402,1,mp42 isom mp41 mp42 ,iOS_Band(18).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
1260,432,129,768,1394,1,mp42 isom mp41 mp42 ,iOS_Band(19).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
1258,432,129,768,1392,1,mp42 isom mp41 mp42 ,iOS_Band(2).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
1258,432,132,768,1393,1,mp42 isom mp41 mp42 ,iOS_Band(20).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
1261,432,128,768,1394,1,mp42 isom mp41 mp42 ,iOS_Band(21).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
1253,432,128,768,1387,1,mp42 isom mp41 mp42 ,iOS_Band(22).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
1263,432,128,768,1397,1,mp42 isom mp41 mp42 ,iOS_Band(23).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
1248,432,134,768,1388,1,mp42 isom mp41 mp42 ,iOS_Band(24).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
1251,768,127,432,1384,1,mp42 isom mp41 mp42 ,iOS_Band(25).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
1291,432,124,768,1423,1,mp42 isom mp41 mp42 ,iOS_Band(26).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
1233,432,129,768,1367,1,mp42 isom mp41 mp42 ,iOS_Band(3).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
1252,432,129,768,1386,1,mp42 isom mp41 mp42 ,iOS_Band(4).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
1261,432,129,768,1394,1,mp42 isom mp41 mp42 ,iOS_Band(5).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
1259,432,129,768,1394,1,mp42 isom mp41 mp42 ,iOS_Band(6).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
1267,432,128,768,1401,1,mp42 isom mp41 mp42 ,iOS_Band(7).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
1269,432,128,768,1403,1,mp42 isom mp41 mp42 ,iOS_Band(8).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
1255,768,127,432,1388,1,mp42 isom mp41 mp42 ,iOS_Band(9).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
1255,432,133,768,1394,1,mp42 isom mp41 mp42 ,iOS_Band.MP4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
2213,720,128,1280,2348,1,mp42 isom mp41 mp42 ,iOS_Band_option_High(1).MP4,Base Media Version 2,None,None,1,High L3.1,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
1920,720,129,1280,2056,1,mp42 isom mp41 mp42 ,iOS_Band_option_High(10).mp4,Base Media Version 2,None,None,1,High L3.1,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
2091,720,128,1280,2225,1,mp42 isom mp41 mp42 ,iOS_Band_option_High(11).MP4,Base Media Version 2,None,None,1,High L3.1,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
2216,720,129,1280,2355,1,mp42 isom mp41 mp42 ,iOS_Band_option_High(12).mp4,Base Media Version 2,None,None,1,High L3.1,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
2071,1280,132,720,2210,1,mp42 isom mp41 mp42 ,iOS_Band_option_High(13).mp4,Base Media Version 2,None,None,1,High L3.1,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
2100,720,132,1280,2239,1,mp42 isom mp41 mp42 ,iOS_Band_option_High(14).mp4,Base Media Version 2,None,None,1,High L3.1,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
2107,720,130,1280,2246,1,mp42 isom mp41 mp42 ,iOS_Band_option_High(15).mp4,Base Media Version 2,None,None,1,High L3.1,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
2100,720,128,1280,2233,1,mp42 isom mp41 mp42 ,iOS_Band_option_High(17).mp4,Base Media Version 2,None,None,1,High L3.1,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
2100,720,129,1280,2236,1,mp42 isom mp41 mp42 ,iOS_Band_option_High(18).mp4,Base Media Version 2,None,None,1,High L3.1,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
2098,720,129,1280,2232,1,mp42 isom mp41 mp42 ,iOS_Band_option_High(19).mp4,Base Media Version 2,None,None,1,High L3.1,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
2095,720,129,1280,2228,1,mp42 isom mp41 mp42 ,iOS_Band_option_High(2).mp4,Base Media Version 2,None,None,1,High L3.1,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
2091,720,132,1280,2226,1,mp42 isom mp41 mp42 ,iOS_Band_option_High(20).mp4,Base Media Version 2,None,None,1,High L3.1,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
2099,720,128,1280,2233,1,mp42 isom mp41 mp42 ,iOS_Band_option_High(21).mp4,Base Media Version 2,None,None,1,High L3.1,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
2091,720,128,1280,2225,1,mp42 isom mp41 mp42 ,iOS_Band_option_High(22).mp4,Base Media Version 2,None,None,1,High L3.1,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
2106,720,128,1280,2240,1,mp42 isom mp41 mp42 ,iOS_Band_option_High(23).mp4,Base Media Version 2,None,None,1,High L3.1,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
2075,720,134,1280,2216,1,mp42 isom mp41 mp42 ,iOS_Band_option_High(24).mp4,Base Media Version 2,None,None,1,High L3.1,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
2103,1280,127,720,2236,1,mp42 isom mp41 mp42 ,iOS_Band_option_High(25).mp4,Base Media Version 2,None,None,1,High L3.1,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
2145,720,124,1280,2277,1,mp42 isom mp41 mp42 ,iOS_Band_option_High(26).mp4,Base Media Version 2,None,None,1,High L3.1,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
2084,720,129,1280,2218,1,mp42 isom mp41 mp42 ,iOS_Band_option_High(3).mp4,Base Media Version 2,None,None,1,High L3.1,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
2084,720,129,1280,2218,1,mp42 isom mp41 mp42 ,iOS_Band_option_High(4).mp4,Base Media Version 2,None,None,1,High L3.1,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
1261,432,129,768,1394,1,mp42 isom mp41 mp42 ,iOS_Band_option_High(5).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
2095,720,129,1280,2230,1,mp42 isom mp41 mp42 ,iOS_Band_option_High(6).mp4,Base Media Version 2,None,None,1,High L3.1,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
2124,720,128,1280,2258,1,mp42 isom mp41 mp42 ,iOS_Band_option_High(7).mp4,Base Media Version 2,None,None,1,High L3.1,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
2106,720,128,1280,2240,1,mp42 isom mp41 mp42 ,iOS_Band_option_High(8).mp4,Base Media Version 2,None,None,1,High L3.1,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
2085,1280,127,720,2218,1,mp42 isom mp41 mp42 ,iOS_Band_option_High(9).mp4,Base Media Version 2,None,None,1,High L3.1,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
2089,720,133,1280,2228,1,mp42 isom mp41 mp42 ,iOS_Band_option_High.MP4,Base Media Version 2,None,None,1,High L3.1,CABAC 2 Ref Frames,Core Media Video,0,1,1,2,Core Media Audio,0,ftyp moov mdat,Band
1322,432,-1,768,1326,1,mp42 isom mp41 mp42 ,iOS_Band_option_mute(1).MP4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,-1,None,-1,ftyp moov mdat,Band
1237,432,-1,768,1241,1,mp42 isom mp41 mp42 ,iOS_Band_option_mute(10).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,-1,None,-1,ftyp moov mdat,Band
1254,432,-1,768,1258,1,mp42 isom mp41 mp42 ,iOS_Band_option_mute(11).MP4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,-1,None,-1,ftyp moov mdat,Band
1311,432,-1,768,1316,1,mp42 isom mp41 mp42 ,iOS_Band_option_mute(12).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,-1,None,-1,ftyp moov mdat,Band
1252,768,-1,432,1257,1,mp42 isom mp41 mp42 ,iOS_Band_option_mute(13).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,-1,None,-1,ftyp moov mdat,Band
1258,432,-1,768,1262,1,mp42 isom mp41 mp42 ,iOS_Band_option_mute(14).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,-1,None,-1,ftyp moov mdat,Band
1263,432,-1,768,1268,1,mp42 isom mp41 mp42 ,iOS_Band_option_mute(15).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,-1,None,-1,ftyp moov mdat,Band
1258,432,-1,768,1261,1,mp42 isom mp41 mp42 ,iOS_Band_option_mute(2).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,-1,None,-1,ftyp moov mdat,Band
1248,432,-1,768,1252,1,mp42 isom mp41 mp42 ,iOS_Band_option_mute(24).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,-1,None,-1,ftyp moov mdat,Band
1233,432,-1,768,1236,1,mp42 isom mp41 mp42 ,iOS_Band_option_mute(3).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,-1,None,-1,ftyp moov mdat,Band
1252,432,-1,768,1255,1,mp42 isom mp41 mp42 ,iOS_Band_option_mute(4).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,-1,None,-1,ftyp moov mdat,Band
1261,432,-1,768,1264,1,mp42 isom mp41 mp42 ,iOS_Band_option_mute(5).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,-1,None,-1,ftyp moov mdat,Band
1259,432,-1,768,1262,1,mp42 isom mp41 mp42 ,iOS_Band_option_mute(6).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,-1,None,-1,ftyp moov mdat,Band
1267,432,-1,768,1271,1,mp42 isom mp41 mp42 ,iOS_Band_option_mute(7).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,-1,None,-1,ftyp moov mdat,Band
1269,432,-1,768,1273,1,mp42 isom mp41 mp42 ,iOS_Band_option_mute(8).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,-1,None,-1,ftyp moov mdat,Band
1255,768,-1,432,1258,1,mp42 isom mp41 mp42 ,iOS_Band_option_mute(9).mp4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,-1,None,-1,ftyp moov mdat,Band
1255,432,-1,768,1259,1,mp42 isom mp41 mp42 ,iOS_Band_option_mute.MP4,Base Media Version 2,None,None,1,High L3.0,CABAC 2 Ref Frames,Core Media Video,0,1,1,-1,None,-1,ftyp moov mdat,Band
